<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
02/06/17,21:36:00,59409.0000000,59423.0000000,59406.0000000,59420.0000000,1405
02/06/17,21:37:00,59418.0000000,59425.0000000,59416.0000000,59425.0000000,675
02/06/17,21:38:00,59424.0000000,59426.0000000,59400.0000000,59411.0000000,2636
02/06/17,21:39:00,59415.0000000,59418.0000000,59360.0000000,59391.0000000,11113
02/06/17,21:40:00,59391.0000000,59409.0000000,59386.0000000,59401.0000000,1771
02/06/17,21:41:00,59402.0000000,59435.0000000,59395.0000000,59435.0000000,2939
02/06/17,21:42:00,59435.0000000,59435.0000000,59425.0000000,59430.0000000,525
02/06/17,21:43:00,59430.0000000,59444.0000000,59430.0000000,59441.0000000,993
02/06/17,21:44:00,59444.0000000,59454.0000000,59437.0000000,59447.0000000,1315
02/06/17,21:45:00,59447.0000000,59451.0000000,59427.0000000,59436.0000000,1175
02/06/17,21:46:00,59436.0000000,59449.0000000,59432.0000000,59441.0000000,519
02/06/17,21:47:00,59440.0000000,59451.0000000,59436.0000000,59442.0000000,244
02/06/17,21:48:00,59445.0000000,59454.0000000,59442.0000000,59442.0000000,554
02/06/17,21:49:00,59443.0000000,59446.0000000,59432.0000000,59437.0000000,411
02/06/17,21:50:00,59434.0000000,59446.0000000,59430.0000000,59434.0000000,521
02/06/17,21:51:00,59433.0000000,59449.0000000,59432.0000000,59447.0000000,454
02/06/17,21:52:00,59447.0000000,59448.0000000,59422.0000000,59429.0000000,785
02/06/17,21:53:00,59430.0000000,59434.0000000,59421.0000000,59426.0000000,697
02/06/17,21:54:00,59421.0000000,59452.0000000,59420.0000000,59452.0000000,1614
02/06/17,21:55:00,59451.0000000,59453.0000000,59443.0000000,59447.0000000,383
02/06/17,21:56:00,59447.0000000,59457.0000000,59447.0000000,59450.0000000,976
02/06/17,21:57:00,59450.0000000,59455.0000000,59448.0000000,59453.0000000,244
02/06/17,21:58:00,59450.0000000,59450.0000000,59443.0000000,59446.0000000,251
02/06/17,21:59:00,59444.0000000,59444.0000000,59419.0000000,59433.0000000,1187
02/06/17,22:00:00,59432.0000000,59440.0000000,59421.0000000,59430.0000000,897
02/06/17,22:01:00,59433.0000000,59438.0000000,59426.0000000,59433.0000000,359
02/06/17,22:02:00,59436.0000000,59440.0000000,59432.0000000,59440.0000000,70
02/06/17,22:03:00,59439.0000000,59443.0000000,59439.0000000,59442.0000000,159
02/06/17,22:04:00,59442.0000000,59448.0000000,59436.0000000,59440.0000000,780
02/06/17,22:05:00,59439.0000000,59448.0000000,59439.0000000,59448.0000000,197
02/06/17,22:06:00,59448.0000000,59451.0000000,59446.0000000,59451.0000000,173
02/06/17,22:07:00,59449.0000000,59450.0000000,59444.0000000,59444.0000000,101
02/06/17,22:08:00,59444.0000000,59445.0000000,59440.0000000,59443.0000000,116
02/06/17,22:09:00,59440.0000000,59443.0000000,59435.0000000,59436.0000000,202
02/06/17,22:10:00,59436.0000000,59440.0000000,59435.0000000,59440.0000000,193
02/06/17,22:11:00,59440.0000000,59449.0000000,59438.0000000,59449.0000000,313
02/06/17,22:12:00,59446.0000000,59450.0000000,59442.0000000,59450.0000000,303
02/06/17,22:13:00,59451.0000000,59451.0000000,59443.0000000,59446.0000000,156
02/06/17,22:14:00,59447.0000000,59449.0000000,59445.0000000,59449.0000000,79
02/06/17,22:15:00,59449.0000000,59450.0000000,59447.0000000,59450.0000000,77
02/06/17,22:16:00,59450.0000000,59462.0000000,59450.0000000,59460.0000000,640
02/06/17,22:17:00,59459.0000000,59464.0000000,59455.0000000,59457.0000000,581
02/06/17,22:18:00,59457.0000000,59463.0000000,59455.0000000,59455.0000000,508
02/06/17,22:19:00,59456.0000000,59459.0000000,59447.0000000,59447.0000000,272
02/06/17,22:20:00,59447.0000000,59453.0000000,59447.0000000,59448.0000000,525
02/06/17,22:21:00,59450.0000000,59452.0000000,59446.0000000,59452.0000000,142
02/06/17,22:22:00,59452.0000000,59460.0000000,59451.0000000,59458.0000000,547
02/06/17,22:23:00,59458.0000000,59460.0000000,59448.0000000,59453.0000000,441
02/06/17,22:24:00,59452.0000000,59455.0000000,59448.0000000,59451.0000000,158
02/06/17,22:25:00,59453.0000000,59453.0000000,59439.0000000,59444.0000000,507
02/06/17,22:26:00,59444.0000000,59451.0000000,59441.0000000,59451.0000000,250
02/06/17,22:27:00,59450.0000000,59459.0000000,59444.0000000,59458.0000000,791
02/06/17,22:28:00,59454.0000000,59455.0000000,59443.0000000,59447.0000000,338
02/06/17,22:29:00,59446.0000000,59449.0000000,59441.0000000,59449.0000000,211
02/06/17,22:30:00,59449.0000000,59452.0000000,59443.0000000,59449.0000000,203
02/06/17,22:31:00,59448.0000000,59450.0000000,59445.0000000,59450.0000000,150
02/06/17,22:32:00,59447.0000000,59449.0000000,59441.0000000,59442.0000000,317
02/06/17,22:33:00,59441.0000000,59442.0000000,59430.0000000,59431.0000000,568
02/06/17,22:34:00,59432.0000000,59439.0000000,59429.0000000,59433.0000000,222
02/06/17,22:35:00,59436.0000000,59436.0000000,59430.0000000,59436.0000000,95
02/06/17,22:36:00,59436.0000000,59439.0000000,59434.0000000,59439.0000000,118
02/06/17,22:37:00,59438.0000000,59442.0000000,59438.0000000,59442.0000000,72
02/06/17,22:38:00,59441.0000000,59445.0000000,59433.0000000,59444.0000000,332
02/06/17,22:39:00,59442.0000000,59444.0000000,59440.0000000,59444.0000000,52
02/06/17,22:40:00,59444.0000000,59446.0000000,59441.0000000,59442.0000000,164
02/06/17,22:41:00,59443.0000000,59445.0000000,59437.0000000,59445.0000000,356
02/06/17,22:42:00,59443.0000000,59444.0000000,59440.0000000,59440.0000000,10
02/06/17,22:43:00,59438.0000000,59439.0000000,59431.0000000,59435.0000000,80
02/06/17,22:44:00,59433.0000000,59437.0000000,59414.0000000,59420.0000000,1084
02/06/17,22:45:00,59420.0000000,59422.0000000,59405.0000000,59415.0000000,1636
02/06/17,22:46:00,59416.0000000,59443.0000000,59415.0000000,59439.0000000,1197
02/06/17,22:47:00,59439.0000000,59442.0000000,59437.0000000,59442.0000000,108
02/06/17,22:48:00,59440.0000000,59440.0000000,59424.0000000,59432.0000000,373
02/06/17,22:49:00,59432.0000000,59434.0000000,59428.0000000,59433.0000000,137
02/06/17,22:50:00,59433.0000000,59433.0000000,59425.0000000,59429.0000000,271
02/06/17,22:51:00,59427.0000000,59435.0000000,59426.0000000,59430.0000000,197
02/06/17,22:52:00,59433.0000000,59435.0000000,59427.0000000,59432.0000000,103
02/06/17,22:53:00,59435.0000000,59440.0000000,59429.0000000,59439.0000000,257
02/06/17,22:54:00,59439.0000000,59442.0000000,59433.0000000,59442.0000000,301
02/06/17,22:55:00,59441.0000000,59441.0000000,59429.0000000,59429.0000000,283
02/06/17,22:56:00,59431.0000000,59432.0000000,59428.0000000,59428.0000000,130
02/06/17,22:57:00,59430.0000000,59433.0000000,59425.0000000,59428.0000000,173
02/06/17,22:58:00,59429.0000000,59435.0000000,59429.0000000,59435.0000000,46
02/06/17,22:59:00,59435.0000000,59442.0000000,59425.0000000,59434.0000000,709
02/06/17,23:00:00,59433.0000000,59441.0000000,59432.0000000,59437.0000000,252
02/06/17,23:01:00,59435.0000000,59435.0000000,59431.0000000,59431.0000000,92
02/06/17,23:02:00,59430.0000000,59435.0000000,59430.0000000,59433.0000000,296
02/06/17,23:03:00,59433.0000000,59439.0000000,59430.0000000,59438.0000000,304
02/06/17,23:04:00,59439.0000000,59441.0000000,59432.0000000,59439.0000000,242
02/06/17,23:05:00,59437.0000000,59442.0000000,59434.0000000,59440.0000000,290
02/06/17,23:06:00,59440.0000000,59440.0000000,59435.0000000,59438.0000000,175
02/06/17,23:07:00,59437.0000000,59440.0000000,59435.0000000,59435.0000000,139
02/06/17,23:08:00,59436.0000000,59439.0000000,59431.0000000,59432.0000000,212
02/06/17,23:09:00,59432.0000000,59434.0000000,59430.0000000,59434.0000000,86
02/06/17,23:10:00,59431.0000000,59433.0000000,59426.0000000,59430.0000000,451
02/06/17,23:11:00,59427.0000000,59433.0000000,59425.0000000,59432.0000000,549
02/06/17,23:12:00,59432.0000000,59434.0000000,59431.0000000,59432.0000000,36
02/06/17,23:13:00,59432.0000000,59433.0000000,59425.0000000,59430.0000000,166
02/06/17,23:14:00,59430.0000000,59433.0000000,59427.0000000,59427.0000000,47
02/06/17,23:15:00,59429.0000000,59442.0000000,59428.0000000,59439.0000000,531
02/06/17,23:16:00,59439.0000000,59452.0000000,59438.0000000,59448.0000000,991
02/06/17,23:17:00,59448.0000000,59451.0000000,59437.0000000,59441.0000000,388
02/06/17,23:18:00,59440.0000000,59444.0000000,59440.0000000,59442.0000000,151
02/06/17,23:19:00,59440.0000000,59444.0000000,59439.0000000,59444.0000000,62
02/06/17,23:20:00,59441.0000000,59443.0000000,59436.0000000,59440.0000000,175
02/06/17,23:21:00,59439.0000000,59439.0000000,59436.0000000,59438.0000000,78
02/06/17,23:22:00,59435.0000000,59439.0000000,59435.0000000,59437.0000000,69
02/06/17,23:23:00,59436.0000000,59454.0000000,59435.0000000,59449.0000000,816
02/06/17,23:24:00,59447.0000000,59477.0000000,59447.0000000,59469.0000000,2605
02/06/17,23:25:00,59469.0000000,59483.0000000,59468.0000000,59476.0000000,1239
02/06/17,23:26:00,59475.0000000,59477.0000000,59470.0000000,59471.0000000,521
02/06/17,23:27:00,59471.0000000,59476.0000000,59455.0000000,59455.0000000,1230
02/06/17,23:28:00,59455.0000000,59465.0000000,59440.0000000,59450.0000000,1662
02/06/17,23:29:00,59449.0000000,59456.0000000,59441.0000000,59449.0000000,993
02/06/17,23:30:00,59450.0000000,59464.0000000,59449.0000000,59462.0000000,926
02/06/17,23:31:00,59461.0000000,59466.0000000,59448.0000000,59451.0000000,387
02/06/17,23:32:00,59450.0000000,59454.0000000,59447.0000000,59450.0000000,156
02/06/17,23:33:00,59452.0000000,59454.0000000,59446.0000000,59450.0000000,231
02/06/17,23:34:00,59451.0000000,59456.0000000,59445.0000000,59449.0000000,334
02/06/17,23:35:00,59455.0000000,59465.0000000,59448.0000000,59455.0000000,588
02/06/17,23:36:00,59455.0000000,59457.0000000,59449.0000000,59452.0000000,181
02/06/17,23:37:00,59454.0000000,59454.0000000,59445.0000000,59447.0000000,357
02/06/17,23:38:00,59447.0000000,59447.0000000,59440.0000000,59441.0000000,569
02/06/17,23:39:00,59440.0000000,59453.0000000,59438.0000000,59442.0000000,677
02/06/17,23:40:00,59448.0000000,59459.0000000,59442.0000000,59447.0000000,398
02/06/17,23:41:00,59450.0000000,59460.0000000,59440.0000000,59443.0000000,816
02/06/17,23:42:00,59440.0000000,59453.0000000,59437.0000000,59452.0000000,1131
02/06/17,23:43:00,59454.0000000,59459.0000000,59450.0000000,59459.0000000,567
02/06/17,23:44:00,59457.0000000,59457.0000000,59441.0000000,59450.0000000,656
02/06/17,23:45:00,59448.0000000,59459.0000000,59443.0000000,59455.0000000,644
02/06/17,23:46:00,59458.0000000,59460.0000000,59440.0000000,59441.0000000,1190
02/06/17,23:47:00,59442.0000000,59451.0000000,59438.0000000,59448.0000000,1612
02/06/17,23:48:00,59449.0000000,59468.0000000,59449.0000000,59457.0000000,1146
02/06/17,23:49:00,59459.0000000,59480.0000000,59441.0000000,59479.0000000,1859
02/07/17,10:00:00,59484.0000000,59755.0000000,59484.0000000,59703.0000000,38698
02/07/17,10:01:00,59702.0000000,59720.0000000,59662.0000000,59679.0000000,13424
02/07/17,10:02:00,59676.0000000,59692.0000000,59652.0000000,59664.0000000,10374
02/07/17,10:03:00,59664.0000000,59670.0000000,59637.0000000,59666.0000000,7153
02/07/17,10:04:00,59665.0000000,59665.0000000,59605.0000000,59636.0000000,12402
02/07/17,10:05:00,59636.0000000,59643.0000000,59612.0000000,59629.0000000,8383
02/07/17,10:06:00,59629.0000000,59653.0000000,59623.0000000,59632.0000000,5254
02/07/17,10:07:00,59633.0000000,59670.0000000,59628.0000000,59666.0000000,5730
02/07/17,10:08:00,59664.0000000,59674.0000000,59616.0000000,59626.0000000,10719
02/07/17,10:09:00,59626.0000000,59638.0000000,59623.0000000,59636.0000000,3366
02/07/17,10:10:00,59632.0000000,59638.0000000,59570.0000000,59583.0000000,10438
02/07/17,10:11:00,59584.0000000,59601.0000000,59534.0000000,59573.0000000,12521
02/07/17,10:12:00,59574.0000000,59602.0000000,59564.0000000,59601.0000000,6019
02/07/17,10:13:00,59601.0000000,59614.0000000,59590.0000000,59597.0000000,6058
02/07/17,10:14:00,59596.0000000,59614.0000000,59592.0000000,59593.0000000,4723
02/07/17,10:15:00,59593.0000000,59610.0000000,59575.0000000,59588.0000000,7398
02/07/17,10:16:00,59589.0000000,59616.0000000,59580.0000000,59605.0000000,7196
02/07/17,10:17:00,59604.0000000,59612.0000000,59601.0000000,59608.0000000,1802
02/07/17,10:18:00,59609.0000000,59644.0000000,59609.0000000,59644.0000000,5680
02/07/17,10:19:00,59641.0000000,59646.0000000,59620.0000000,59622.0000000,2831
02/07/17,10:20:00,59622.0000000,59649.0000000,59621.0000000,59636.0000000,4292
02/07/17,10:21:00,59639.0000000,59658.0000000,59623.0000000,59634.0000000,5167
02/07/17,10:22:00,59635.0000000,59655.0000000,59633.0000000,59641.0000000,2815
02/07/17,10:23:00,59642.0000000,59642.0000000,59620.0000000,59633.0000000,1312
02/07/17,10:24:00,59634.0000000,59640.0000000,59621.0000000,59635.0000000,1471
02/07/17,10:25:00,59634.0000000,59645.0000000,59629.0000000,59637.0000000,1318
02/07/17,10:26:00,59634.0000000,59652.0000000,59633.0000000,59637.0000000,3234
02/07/17,10:27:00,59636.0000000,59642.0000000,59615.0000000,59627.0000000,1470
02/07/17,10:28:00,59629.0000000,59639.0000000,59616.0000000,59639.0000000,3013
02/07/17,10:29:00,59636.0000000,59636.0000000,59612.0000000,59613.0000000,2211
02/07/17,10:30:00,59616.0000000,59623.0000000,59612.0000000,59616.0000000,2256
02/07/17,10:31:00,59618.0000000,59618.0000000,59606.0000000,59610.0000000,1966
02/07/17,10:32:00,59608.0000000,59618.0000000,59585.0000000,59596.0000000,5930
02/07/17,10:33:00,59594.0000000,59599.0000000,59568.0000000,59570.0000000,8270
02/07/17,10:34:00,59572.0000000,59574.0000000,59525.0000000,59562.0000000,12631
02/07/17,10:35:00,59562.0000000,59582.0000000,59551.0000000,59580.0000000,3553
02/07/17,10:36:00,59577.0000000,59610.0000000,59577.0000000,59591.0000000,4464
02/07/17,10:37:00,59594.0000000,59596.0000000,59583.0000000,59588.0000000,1191
02/07/17,10:38:00,59585.0000000,59600.0000000,59581.0000000,59597.0000000,1850
02/07/17,10:39:00,59594.0000000,59622.0000000,59590.0000000,59616.0000000,4363
02/07/17,10:40:00,59615.0000000,59629.0000000,59601.0000000,59626.0000000,5123
02/07/17,10:41:00,59626.0000000,59643.0000000,59623.0000000,59631.0000000,4842
02/07/17,10:42:00,59632.0000000,59684.0000000,59628.0000000,59675.0000000,8266
02/07/17,10:43:00,59675.0000000,59687.0000000,59655.0000000,59683.0000000,8868
02/07/17,10:44:00,59684.0000000,59700.0000000,59672.0000000,59679.0000000,8830
02/07/17,10:45:00,59677.0000000,59692.0000000,59662.0000000,59691.0000000,5245
02/07/17,10:46:00,59689.0000000,59697.0000000,59664.0000000,59667.0000000,6325
02/07/17,10:47:00,59667.0000000,59688.0000000,59663.0000000,59675.0000000,2209
02/07/17,10:48:00,59676.0000000,59718.0000000,59674.0000000,59701.0000000,5585
02/07/17,10:49:00,59701.0000000,59733.0000000,59692.0000000,59725.0000000,7447
02/07/17,10:50:00,59726.0000000,59727.0000000,59675.0000000,59706.0000000,7452
02/07/17,10:51:00,59704.0000000,59721.0000000,59692.0000000,59707.0000000,3916
02/07/17,10:52:00,59707.0000000,59709.0000000,59694.0000000,59706.0000000,2544
02/07/17,10:53:00,59706.0000000,59750.0000000,59699.0000000,59746.0000000,11457
02/07/17,10:54:00,59749.0000000,59757.0000000,59710.0000000,59721.0000000,13418
02/07/17,10:55:00,59724.0000000,59740.0000000,59716.0000000,59734.0000000,3475
02/07/17,10:56:00,59734.0000000,59736.0000000,59721.0000000,59722.0000000,1888
02/07/17,10:57:00,59721.0000000,59734.0000000,59690.0000000,59704.0000000,5346
02/07/17,10:58:00,59707.0000000,59741.0000000,59707.0000000,59738.0000000,4572
02/07/17,10:59:00,59738.0000000,59767.0000000,59730.0000000,59748.0000000,11586
02/07/17,11:00:00,59748.0000000,59752.0000000,59734.0000000,59750.0000000,6610
02/07/17,11:01:00,59751.0000000,59766.0000000,59747.0000000,59762.0000000,4966
02/07/17,11:02:00,59763.0000000,59804.0000000,59757.0000000,59796.0000000,12959
02/07/17,11:03:00,59795.0000000,59804.0000000,59772.0000000,59776.0000000,8715
02/07/17,11:04:00,59776.0000000,59799.0000000,59775.0000000,59794.0000000,5022
02/07/17,11:05:00,59799.0000000,59822.0000000,59793.0000000,59800.0000000,7203
02/07/17,11:06:00,59800.0000000,59811.0000000,59796.0000000,59801.0000000,2767
02/07/17,11:07:00,59801.0000000,59813.0000000,59794.0000000,59802.0000000,5647
02/07/17,11:08:00,59803.0000000,59815.0000000,59794.0000000,59797.0000000,3128
02/07/17,11:09:00,59798.0000000,59813.0000000,59789.0000000,59813.0000000,4517
02/07/17,11:10:00,59812.0000000,59821.0000000,59806.0000000,59820.0000000,3208
02/07/17,11:11:00,59820.0000000,59849.0000000,59817.0000000,59836.0000000,8750
02/07/17,11:12:00,59836.0000000,59856.0000000,59825.0000000,59850.0000000,10873
02/07/17,11:13:00,59850.0000000,59850.0000000,59837.0000000,59841.0000000,2445
02/07/17,11:14:00,59840.0000000,59851.0000000,59838.0000000,59850.0000000,1904
02/07/17,11:15:00,59850.0000000,59853.0000000,59837.0000000,59840.0000000,6822
02/07/17,11:16:00,59838.0000000,59847.0000000,59835.0000000,59844.0000000,3261
02/07/17,11:17:00,59840.0000000,59845.0000000,59835.0000000,59841.0000000,4566
02/07/17,11:18:00,59841.0000000,59865.0000000,59838.0000000,59864.0000000,6731
02/07/17,11:19:00,59862.0000000,59892.0000000,59858.0000000,59881.0000000,5975
02/07/17,11:20:00,59880.0000000,59928.0000000,59879.0000000,59892.0000000,12077
02/07/17,11:21:00,59889.0000000,59906.0000000,59883.0000000,59888.0000000,6679
02/07/17,11:22:00,59888.0000000,59899.0000000,59873.0000000,59878.0000000,8346
02/07/17,11:23:00,59881.0000000,59900.0000000,59879.0000000,59894.0000000,3939
02/07/17,11:24:00,59895.0000000,59899.0000000,59887.0000000,59888.0000000,1988
02/07/17,11:25:00,59891.0000000,59892.0000000,59882.0000000,59887.0000000,4842
02/07/17,11:26:00,59887.0000000,59922.0000000,59885.0000000,59919.0000000,11314
02/07/17,11:27:00,59919.0000000,59927.0000000,59883.0000000,59889.0000000,15394
02/07/17,11:28:00,59890.0000000,59894.0000000,59835.0000000,59845.0000000,13659
02/07/17,11:29:00,59843.0000000,59854.0000000,59824.0000000,59836.0000000,13874
02/07/17,11:30:00,59836.0000000,59839.0000000,59813.0000000,59827.0000000,7468
02/07/17,11:31:00,59827.0000000,59837.0000000,59820.0000000,59832.0000000,4716
02/07/17,11:32:00,59831.0000000,59838.0000000,59830.0000000,59831.0000000,1676
02/07/17,11:33:00,59833.0000000,59834.0000000,59812.0000000,59826.0000000,6029
02/07/17,11:34:00,59825.0000000,59863.0000000,59825.0000000,59863.0000000,9451
02/07/17,11:35:00,59861.0000000,59869.0000000,59854.0000000,59865.0000000,1447
02/07/17,11:36:00,59865.0000000,59872.0000000,59854.0000000,59857.0000000,2969
02/07/17,11:37:00,59855.0000000,59877.0000000,59853.0000000,59874.0000000,2481
02/07/17,11:38:00,59868.0000000,59875.0000000,59863.0000000,59868.0000000,1695
02/07/17,11:39:00,59868.0000000,59873.0000000,59835.0000000,59835.0000000,4607
02/07/17,11:40:00,59836.0000000,59836.0000000,59806.0000000,59808.0000000,3093
02/07/17,11:41:00,59810.0000000,59823.0000000,59809.0000000,59810.0000000,2125
02/07/17,11:42:00,59812.0000000,59842.0000000,59804.0000000,59804.0000000,3602
02/07/17,11:43:00,59808.0000000,59817.0000000,59796.0000000,59801.0000000,2824
02/07/17,11:44:00,59802.0000000,59814.0000000,59799.0000000,59808.0000000,2129
02/07/17,11:45:00,59811.0000000,59828.0000000,59807.0000000,59824.0000000,1026
02/07/17,11:46:00,59824.0000000,59833.0000000,59822.0000000,59825.0000000,1102
02/07/17,11:47:00,59826.0000000,59832.0000000,59819.0000000,59832.0000000,1617
02/07/17,11:48:00,59832.0000000,59853.0000000,59828.0000000,59853.0000000,1890
02/07/17,11:49:00,59853.0000000,59856.0000000,59845.0000000,59854.0000000,992
02/07/17,11:50:00,59856.0000000,59897.0000000,59853.0000000,59887.0000000,4648
02/07/17,11:51:00,59886.0000000,59894.0000000,59876.0000000,59876.0000000,1396
02/07/17,11:52:00,59876.0000000,59883.0000000,59870.0000000,59870.0000000,1227
02/07/17,11:53:00,59872.0000000,59874.0000000,59846.0000000,59856.0000000,2913
02/07/17,11:54:00,59856.0000000,59860.0000000,59846.0000000,59848.0000000,903
02/07/17,11:55:00,59848.0000000,59855.0000000,59848.0000000,59855.0000000,761
02/07/17,11:56:00,59854.0000000,59861.0000000,59841.0000000,59850.0000000,1476
02/07/17,11:57:00,59853.0000000,59854.0000000,59846.0000000,59850.0000000,372
02/07/17,11:58:00,59849.0000000,59857.0000000,59845.0000000,59853.0000000,880
02/07/17,11:59:00,59853.0000000,59855.0000000,59841.0000000,59847.0000000,891
02/07/17,12:00:00,59846.0000000,59858.0000000,59833.0000000,59847.0000000,4057
02/07/17,12:01:00,59847.0000000,59852.0000000,59841.0000000,59850.0000000,1996
02/07/17,12:02:00,59848.0000000,59856.0000000,59847.0000000,59854.0000000,1031
02/07/17,12:03:00,59856.0000000,59857.0000000,59848.0000000,59855.0000000,720
02/07/17,12:04:00,59853.0000000,59855.0000000,59846.0000000,59850.0000000,818
02/07/17,12:05:00,59851.0000000,59856.0000000,59843.0000000,59849.0000000,2050
02/07/17,12:06:00,59849.0000000,59860.0000000,59844.0000000,59858.0000000,1341
02/07/17,12:07:00,59859.0000000,59865.0000000,59851.0000000,59856.0000000,3086
02/07/17,12:08:00,59858.0000000,59920.0000000,59856.0000000,59909.0000000,13851
02/07/17,12:09:00,59909.0000000,59933.0000000,59909.0000000,59914.0000000,7237
02/07/17,12:10:00,59918.0000000,59947.0000000,59908.0000000,59940.0000000,10514
02/07/17,12:11:00,59940.0000000,59959.0000000,59923.0000000,59942.0000000,9754
02/07/17,12:12:00,59948.0000000,59956.0000000,59930.0000000,59941.0000000,3520
02/07/17,12:13:00,59941.0000000,59960.0000000,59939.0000000,59956.0000000,4037
02/07/17,12:14:00,59955.0000000,59956.0000000,59924.0000000,59928.0000000,6106
02/07/17,12:15:00,59930.0000000,59943.0000000,59928.0000000,59929.0000000,2963
02/07/17,12:16:00,59931.0000000,59934.0000000,59911.0000000,59922.0000000,3804
02/07/17,12:17:00,59921.0000000,59935.0000000,59917.0000000,59934.0000000,2420
02/07/17,12:18:00,59934.0000000,59955.0000000,59927.0000000,59952.0000000,3853
02/07/17,12:19:00,59952.0000000,59955.0000000,59934.0000000,59940.0000000,3159
02/07/17,12:20:00,59942.0000000,59944.0000000,59903.0000000,59914.0000000,5098
02/07/17,12:21:00,59914.0000000,59916.0000000,59898.0000000,59901.0000000,3573
02/07/17,12:22:00,59901.0000000,59919.0000000,59899.0000000,59917.0000000,3048
02/07/17,12:23:00,59916.0000000,59923.0000000,59907.0000000,59919.0000000,1819
02/07/17,12:24:00,59919.0000000,59927.0000000,59915.0000000,59923.0000000,2751
02/07/17,12:25:00,59921.0000000,59928.0000000,59917.0000000,59923.0000000,1113
02/07/17,12:26:00,59923.0000000,59939.0000000,59917.0000000,59936.0000000,3403
02/07/17,12:27:00,59936.0000000,59942.0000000,59932.0000000,59937.0000000,830
02/07/17,12:28:00,59936.0000000,59958.0000000,59935.0000000,59952.0000000,2465
02/07/17,12:29:00,59951.0000000,59952.0000000,59936.0000000,59947.0000000,2285
02/07/17,12:30:00,59948.0000000,59950.0000000,59921.0000000,59935.0000000,8073
02/07/17,12:31:00,59937.0000000,59938.0000000,59909.0000000,59914.0000000,2539
02/07/17,12:32:00,59913.0000000,59922.0000000,59878.0000000,59880.0000000,8077
02/07/17,12:33:00,59880.0000000,59895.0000000,59850.0000000,59891.0000000,6906
02/07/17,12:34:00,59894.0000000,59910.0000000,59880.0000000,59885.0000000,3446
02/07/17,12:35:00,59888.0000000,59916.0000000,59883.0000000,59883.0000000,3895
02/07/17,12:36:00,59883.0000000,59892.0000000,59870.0000000,59891.0000000,2179
02/07/17,12:37:00,59891.0000000,59906.0000000,59885.0000000,59890.0000000,2133
02/07/17,12:38:00,59890.0000000,59931.0000000,59884.0000000,59919.0000000,7236
02/07/17,12:39:00,59916.0000000,59922.0000000,59905.0000000,59906.0000000,1603
02/07/17,12:40:00,59908.0000000,59908.0000000,59875.0000000,59878.0000000,5814
02/07/17,12:41:00,59880.0000000,59882.0000000,59854.0000000,59861.0000000,2440
02/07/17,12:42:00,59861.0000000,59868.0000000,59850.0000000,59854.0000000,2251
02/07/17,12:43:00,59854.0000000,59863.0000000,59852.0000000,59859.0000000,1319
02/07/17,12:44:00,59860.0000000,59866.0000000,59844.0000000,59847.0000000,3176
02/07/17,12:45:00,59848.0000000,59852.0000000,59825.0000000,59833.0000000,3965
02/07/17,12:46:00,59832.0000000,59841.0000000,59829.0000000,59834.0000000,1412
02/07/17,12:47:00,59837.0000000,59838.0000000,59806.0000000,59812.0000000,3533
02/07/17,12:48:00,59810.0000000,59831.0000000,59802.0000000,59826.0000000,3775
02/07/17,12:49:00,59827.0000000,59836.0000000,59821.0000000,59830.0000000,1142
02/07/17,12:50:00,59831.0000000,59857.0000000,59829.0000000,59854.0000000,1898
02/07/17,12:51:00,59854.0000000,59858.0000000,59842.0000000,59850.0000000,1286
02/07/17,12:52:00,59850.0000000,59864.0000000,59848.0000000,59850.0000000,1532
02/07/17,12:53:00,59849.0000000,59870.0000000,59849.0000000,59855.0000000,1763
02/07/17,12:54:00,59856.0000000,59895.0000000,59854.0000000,59886.0000000,4465
02/07/17,12:55:00,59886.0000000,59889.0000000,59870.0000000,59881.0000000,2555
02/07/17,12:56:00,59883.0000000,59914.0000000,59876.0000000,59903.0000000,4032
02/07/17,12:57:00,59905.0000000,59910.0000000,59888.0000000,59901.0000000,1770
02/07/17,12:58:00,59901.0000000,59949.0000000,59901.0000000,59943.0000000,14687
02/07/17,12:59:00,59940.0000000,59949.0000000,59925.0000000,59941.0000000,4827
02/07/17,13:00:00,59941.0000000,59951.0000000,59927.0000000,59939.0000000,6341
02/07/17,13:01:00,59942.0000000,59946.0000000,59920.0000000,59924.0000000,6030
02/07/17,13:02:00,59924.0000000,59931.0000000,59914.0000000,59921.0000000,5118
02/07/17,13:03:00,59921.0000000,59930.0000000,59904.0000000,59921.0000000,4937
02/07/17,13:04:00,59922.0000000,59936.0000000,59916.0000000,59931.0000000,2225
02/07/17,13:05:00,59931.0000000,59947.0000000,59929.0000000,59934.0000000,4403
02/07/17,13:06:00,59936.0000000,59948.0000000,59932.0000000,59932.0000000,2247
02/07/17,13:07:00,59932.0000000,59940.0000000,59920.0000000,59927.0000000,1758
02/07/17,13:08:00,59927.0000000,59935.0000000,59919.0000000,59927.0000000,3092
02/07/17,13:09:00,59927.0000000,59934.0000000,59921.0000000,59927.0000000,1962
02/07/17,13:10:00,59925.0000000,59939.0000000,59923.0000000,59930.0000000,3507
02/07/17,13:11:00,59929.0000000,59940.0000000,59923.0000000,59937.0000000,2492
02/07/17,13:12:00,59937.0000000,59945.0000000,59923.0000000,59937.0000000,1656
